"","Year","Area","Street","Street.2"
"1913",2011,"Solihull","Greenì Ln.","Green Lane"
"1914",2011,"Solihull","Greenwoodì Shoppingì Centre","Greenwood Shopping Centre"
"1915",2011,"Solihull","Greswoldì Hotel","Greswold Hotel"
"1916",2011,"Solihull","Halifaxì Rd.","halifax road "
"1917",2011,"Solihull","Helmswoodì Drive","Helmswood Drive"
"1918",2011,"Solihull","Helmswoodì Drive","Helmswood Drive"
"1919",2011,"Solihull","Helmswoodì Drive","Helmswood Drive"
"1920",2011,"Solihull","Highì Str.","High St"
"1921",2011,"Solihull","Highì Str.","High St"
"1922",2011,"Solihull"," Highì Str."," High St  Solihull "
"1923",2011,"Solihull","Highì Str.","High St Solihull"
"1924",2011,"Solihull","Highì Str.","high st solihull"
"1925",2011,"Solihull"," Highì Str."," High St  Town Centre Solihull"
"1926",2011,"Solihull","Highì Str.","High Street"
"1927",2011,"Solihull","Highì Str.","High Street"
"1928",2011,"Solihull","Highì Str.","High Street"
"1929",2011,"Solihull","Highì Str.","High Street"
"1930",2011,"Solihull","Highì Str.","High Street"
"1931",2011,"Solihull","Highì Str.","High Street"
"1932",2011,"Solihull","Highì Str.","High Street"
"1933",2011,"Solihull"," Highì Str."," High Street  Solihull "
"1934",2011,"Solihull"," Highì Str."," High Street  Solihull "
"1935",2011,"Solihull","Highì Str.","High Street Solihull"
"1936",2011,"Solihull","Highì Str.","High Street Solihull"
"1937",2011,"Solihull","Highì Str.","high street solihull"
"1938",2011,"Solihull"," Highì Str."," High Street  Solihull"
"1939",2011,"Solihull"," Highì Str."," High Street  Solihull"
"1940",2011,"Solihull"," Highì Str."," High Street  Solihull Town Centre"
"1941",2011,"Solihull"," Highì Str."," High Street  solihull  West mids"
"1942",2011,"Solihull","Highfieldì Rd.","Highfield Roa Washwood Heath Birmingham"
"1943",2011,"Solihull"," Hillfieldì Park Ì Solihull"," Hillfield Park  Solihull"
"1944",2011,"Solihull"," Hobsmoatì Rd."," Hobsmoat road  Solihull"
"1945",2011,"Solihull","Hoggartsì Hotelì Dorridge","Hoggarts Hotel Dorridge"
"1946",2011,"Solihull","Kingfisherì Driveì Smithswood","Kingfisher Drive Smithswood"
"1947",2011,"Solihull"," Kittsì Greenì Rd Ì Kittsì Green Ì Bham"," KITTS GREEN RD  KITTS GREEN  BHAM"
"1948",2011,"Solihull","Kittsì Greenì Rd.","Kitts Green Road "
"1949",2011,"Solihull","Ln.","Laburnam Avenue"
"1950",2011,"Solihull","Lgì Arena","LG Arena"
"1951",2011,"Solihull","Lgì Arenaì  Ì Necì Complex","lg arena   nec complex"
"1952",2011,"Solihull","Lgì Arenaì Nec","LG Arena NEC"
"1953",2011,"Solihull","Lgì Arena Ì Necì Complex","LG Arena  NEC complex"
"1954",2011,"Solihull","Lodeì Ln.","Lode Lane"
"1955",2011,"Solihull","Lodeì Ln.","Lode Lane"
"1956",2011,"Solihull","Lodgeì Rd.","Lodge Road"
"1957",2011,"Solihull","Manorì Walkì Solihull","Manor Walk Solihull"
"1958",2011,"Solihull","Marleneì Croft","Marlene Croft"
"1959",2011,"Solihull","Mcdonalds",""
"1960",2011,"Solihull","Millì Ln.","Mill Lane"
"1961",2011,"Solihull"," Millì Ln."," Mill Lane  Solihull"
"1962",2011,"Solihull","Moordaneì Ave.","Moordane Avenue"
"1963",2011,"Solihull","Moorendì Ave.","Moorend Avenue opposite Wiilow Avenue Solihull"
"1964",2011,"Solihull","O Sì Ave.","O S Avaon Croft House Wincester Drive"
"1965",2011,"Solihull","O Sì Departureì Terminalì Ì Birminghamì Internationalì Airportì Solihull","O S Departure terminal  Birmingham International Airport Solihull"
"1966",2011,"Solihull","O Sì Grrenwoodì P Hì Helmswoodì Driveì Chelmsleyì Woodì Solihull","O S Grrenwood P H Helmswood Drive Chelmsley Wood Solihull"
"1967",2011,"Solihull","O Sì Loftì Nightclubì Highì Str.","o s Loft nightclub High St Solihull"
"1968",2011,"Solihull","O Sì Millì Ln.","O S Mill Labe entrance to Touchwood shopping centre"
"1969",2011,"Solihull","O Sì Redì Lionì Earlswood","o s Red Lion Earlswood"
"1970",2011,"Solihull"," O Sì Rd."," O S Rosies  High St Solihull"
"1971",2011,"Solihull"," O Str."," o sThe Loft  Solihull"
"1972",2011,"Solihull","O Sì Coachì Houseì P Hì Herbertì Rd.","O S Coach house P H Herbert Road Solihull west Midlands"
"1973",2011,"Solihull","O Neillsì Poplarì Rdì Solihull","O Neills Poplar rd Solihull"
"1974",2011,"Solihull"," Osì Assemblyì Rd."," OS assembly rooms   Poplar Road"
"1975",2011,"Solihull"," Osì Lgì Arena Ì Necì Complex"," OS LG Arena  NEC complex"
"1976",2011,"Solihull","Osì Lgì Arena Ì Necì Complex","OS LG Arena  NEC complex"
"1977",2011,"Solihull"," Outsideì Theì Clockì Ph Ì Clockì Ln."," Outside the Clock PH  Clock Lane"
"1978",2011,"Solihull","Outsideì Whiteì Swanì Str.","Outside White Swan Station Road Solihull"
"1979",2011,"Solihull","Parkì Inì Bellì Ln.","Park in bell lane "
"1980",2011,"Solihull","Parkdaleì Rd.","Parkdale Road Sheldon"
"1981",2011,"Solihull","Poplarì Rd Ì Solihull","Poplar Rd  Solihull"
"1982",2011,"Solihull","Poplarì Rd.","Poplar road"
"1983",2011,"Solihull","Poplarì Rd.","poplar road"
"1984",2011,"Solihull","Poplarì Rd.","poplar Road"
"1985",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1986",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1987",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1988",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1989",2011,"Solihull","Poplarì Rd.","poplar Road"
"1990",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1991",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1992",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1993",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1994",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1995",2011,"Solihull","Poplarì Rd.","Poplar Road"
"1996",2011,"Solihull"," Poplarì Rd."," Poplar Road Solihull  West Midlands"
"1997",2011,"Solihull"," Poplarì Rd."," Poplar road  Solihull"
"1998",2011,"Solihull"," Poplarì Rd."," Poplar Road  Solihull"
"1999",2011,"Solihull"," Poplarì Rd."," Poplar Road  Solihull"
"2000",2011,"Solihull"," Poplarì Rd."," poplar Road  Solihull"
"2001",2011,"Solihull"," Poplarì Rd."," Poplar road  Solihull"
"2002",2011,"Solihull"," Poplarì Rd."," Poplar road  Solihull"
"2003",2011,"Solihull"," Poplarì Rd."," Poplar road  Solihull"
"2004",2011,"Solihull"," Poplarì Rd."," Poplar Road  Solihull"
"2005",2011,"Solihull"," Poplarì Rd."," poplar road  solihull"
"2006",2011,"Solihull","Poplarì Wayì Solihull","poplar way solihull"
"2007",2011,"Solihull"," Poplarì Way Ì Solihull"," Poplar way  Solihull"
"2008",2011,"Solihull","Rd.","Rolls wood Drive Solihull West Midlands"
"2009",2011,"Solihull","Scolfieldì Rd.","Scolfield Road Kingshurst"
"2010",2011,"Solihull","Solihullì  Ì Str.","Solihull   Station Road"
"2011",2011,"Solihull","Solihullì A E","Solihull A E"
"2012",2011,"Solihull","Solihullì Highì Str.","Solihull High Street"
"2013",2011,"Solihull","Solihullì Hospital","Solihull Hospital"
"2014",2011,"Solihull","Solihullì Hospital","Solihull Hospital"
"2015",2011,"Solihull","Solihullì Moorsì Footballì Clubì Damsonì Parkwayì Solihull","Solihull Moors Football Club Damson Parkway Solihull"
"2016",2011,"Solihull","Solihullì Townì Centre","Solihull Town centre"
"2017",2011,"Solihull","Solihullì Townì Centre","Solihull Town Centre"
"2018",2011,"Solihull","Solihullì Townì Centreì Solihullì Westì Midlands","Solihull Town Centre Solihull West Midlands"
"2019",2011,"Solihull","Solihullì Townì Centre Ì Lodeì Ln.","Solihull Town Centre  Lode Lane"
"2020",2011,"Solihull","Solihullì Townì Centre Ì Outsideì Kingsì Chipì Shop","solihull town centre  outside Kings Chip Shop"
"2021",2011,"Solihull","Solihull Ì Poplarì Rd.","Solihull  Poplar Road"
"2022",2011,"Solihull","Str.","Stanley Avenue"
"2023",2011,"Solihull","Str.","Station Rd"
"2024",2011,"Solihull","Str.","Station Rd at Herbert Rd Junction"
"2025",2011,"Solihull","Str.","Station Rd with juction of Herbert rd Solihull"
"2026",2011,"Solihull","Str.","Station Road"
"2027",2011,"Solihull","Str.","Station Road"
"2028",2011,"Solihull","Str.","Station Road Solihull"
"2029",2011,"Solihull","Str.","Station Road Solihull"
"2030",2011,"Solihull","Str.","Station Road Solihull"
"2031",2011,"Solihull","Str.","Station Road Solihull"
"2032",2011,"Solihull"," Str."," Station Road  Solihull"
"2033",2011,"Solihull"," Str."," Station road  Solihull"
"2034",2011,"Solihull","Str.","Station Road  High Street Solihull"
"2035",2011,"Solihull","Theì Crescent","The crescent"
"2036",2011,"Solihull","Theì Villageì Hotelì Shirley","The Village Hotel Shirley"
"2037",2011,"Solihull","Uskì Wayì Smithswoodì Solihull","Usk Way Smithswood Solihull"
"2038",2011,"Solihull","Warwickì Rdì Solihull","Warwick Rd Solihull"
"2039",2011,"Solihull"," Warwickì Rd Ì Solihull"," Warwick Rd  Solihull"
"2040",2011,"Solihull"," Warwickì Rd Ì Solihull"," Warwick Rd  Solihull"
"2041",2011,"Solihull","Warwickì Rd.","warwick Road"
"2042",2011,"Solihull","Warwickì Rd.","Warwick Road"
"2043",2011,"Solihull","Warwickì Rd.","Warwick Road"
"2044",2011,"Solihull"," Warwickì Rd."," warwick roadf  solihull"
"2045",2011,"Solihull","Wolastonì Close","Wolaston Close"
"2046",2011,"Sandwell","Abbeyì Rd.","Abbey Road"
"2047",2011,"Sandwell","Albrightì Rd.","Albright Road Oldbury"
"2048",2011,"Sandwell","Aleanderì Way","Aleander Way"
"2049",2011,"Sandwell"," Alexandraì Rd."," Alexandra Road  Halesowen"
"2050",2011,"Sandwell"," Angelsì Nightclub Ì Westì Bromwich"," angels nightclub  west bromwich"
"2051",2011,"Sandwell","Angelsì Phì Westì Bromwich","angels PH west bromwich"
"2052",2011,"Sandwell"," Anitaì Ave."," Anita Avenue  Tividale"
"2053",2011,"Sandwell","Astelì Parkì Retailì Center","Astel Park Retail Center"
"2054",2011,"Sandwell"," Astonì Str."," Aston Street  Tipton"
"2055",2011,"Sandwell","Atlasì Grove","Atlas Grove"
"2056",2011,"Sandwell","Bankì Str.","Bank Street West Bromwich"
"2057",2011,"Sandwell","Barkerì Str.","Barker Street"
"2058",2011,"Sandwell","Bearwoodì Highì Str.","bearwood high st"
"2059",2011,"Sandwell","Bearwoodì Rd","Bearwood Rd"
"2060",2011,"Sandwell","Bearwoodì Rd.","Bearwood Road"
"2061",2011,"Sandwell"," Bearwoodì Rd."," Bearwood Road  bearwood"
"2062",2011,"Sandwell"," Bearwoodì Rd."," Bearwood Road  Smethwick"
"2063",2011,"Sandwell"," Bearwoodì Rd."," Bearwood Road  Smethwick"
"2064",2011,"Sandwell"," Bearwoodì Rd."," Bearwood Road  Smwthwick"
"2065",2011,"Sandwell","Beawoodì Rd.","Beawood Road"
"2066",2011,"Sandwell","Beechì Crescent","Beech Crescent"
"2067",2011,"Sandwell"," Beechesì Rd."," Beeches Road  West Bromwich"
"2068",2011,"Sandwell","Bellaì Pizza","Bella Pizza"
"2069",2011,"Sandwell"," Beresfordì Rd Ì Oldbury"," Beresford Rd  Oldbury"
"2070",2011,"Sandwell"," Beresfordì Rd Ì Oldbury"," Beresford Rd  Oldbury"
"2071",2011,"Sandwell"," Beresfordì Rd Ì Oldbury"," Beresford Rd  Oldbury"
"2072",2011,"Sandwell","Billardì Hallì Westì Bromwich","Billard Hall West Bromwich"
"2073",2011,"Sandwell","Birchfieldì Ln.","Birchfield Lane"
"2074",2011,"Sandwell","Birminghamì Rd.","Birmingham Road Oldbury"
"2075",2011,"Sandwell"," Birminghamì Rd."," Birmingham Road  Oldbury"
"2076",2011,"Sandwell"," Birminghamì Rd."," Birmingham Road  Oldbury"
"2077",2011,"Sandwell"," Birminghamì Str."," BIRMINGHAM ST  OLDBURY  WEST MIDLANDS"
"2078",2011,"Sandwell","Birminhamì Rd.","Birminham Road Oldbury"
"2079",2011,"Sandwell","Brandhallì Close","brandhall close"
"2080",2011,"Sandwell","Brasshouseì Ln.","Brasshouse Lane"
"2081",2011,"Sandwell","Broadì Str.","Broad Street"
"2082",2011,"Sandwell","Burnttree",""
"2083",2011,"Sandwell"," Capeì Hill Ì Smethwick"," Cape Hill  Smethwick"
"2084",2011,"Sandwell"," Capeì Hill Ì Smethwick"," Cape Hill  Smethwick"
"2085",2011,"Sandwell","Cartersì Greenì Westì Brom","Carters Green west brom"
"2086",2011,"Sandwell"," Cartersì Green Ì Westì Bromwich"," Carters Green  West Bromwich"
"2087",2011,"Sandwell"," Centralì Ave."," Central Avenue  Tipton"
"2088",2011,"Sandwell","Coopì Brandall","Coop Brandall"
"2089",2011,"Sandwell","Dartmouthì Park","dartmouth park"
"2090",2011,"Sandwell"," Devonshireì Rd."," DEVONSHIRE ROAD  SMETHWICK"
"2091",2011,"Sandwell","Dialì Ln.","Dial Lane West Bromwich"
"2092",2011,"Sandwell","Dialì Ln.","Dial Lane West Bromwich"
"2093",2011,"Sandwell"," Duchessì Parade Ì Westì Bromwich"," Duchess Parade  West Bromwich"
"2094",2011,"Sandwell","Dudleyì Port","Dudley Port"
"2095",2011,"Sandwell","Dudleyì Portì Tipton","Dudley Port Tipton"
"2096",2011,"Sandwell","Dudleyì Portì Tipton","DUDLEY PORT TIPTON"
"2097",2011,"Sandwell","Dudleyì Portì Tipton","Dudley Port Tipton"
"2098",2011,"Sandwell","Dudleyì Str.","Dudley Street"
"2099",2011,"Sandwell","Dudleyì Str.","Dudley Street"
"2100",2011,"Sandwell","Dyasì Ave.","dyas avenue"
"2101",2011,"Sandwell"," Elgarì Crescent Ì Pensnett"," Elgar Crescent  Pensnett"
"2102",2011,"Sandwell","Esherì Rd.","ESHER ROAD"
"2103",2011,"Sandwell"," Fountainì Ln."," Fountain Lane  Oldbury"
"2104",2011,"Sandwell"," Freetì Str."," Freet Street  Oldbury"
"2105",2011,"Sandwell","Freethì Str.","Freeth Street"
"2106",2011,"Sandwell","Galtonì Bridge","Galton Bridge"
"2107",2011,"Sandwell","Gladstoneì Str.","Gladstone street West bromwich"
"2108",2011,"Sandwell"," Gooseì Ph Ì Westì Bromwich"," Goose PH  West Bromwich"
"2109",2011,"Sandwell","Greatì Barrì Ì Hotel","GREAT BARR  HOTEL"
"2110",2011,"Sandwell","Greatì Barrì Hotel","Great Barr Hotel"
"2111",2011,"Sandwell"," Greatì Barrì Hotel Ì Greatì Barr"," GREAT BARR HOTEL  GREAT BARR"
"2112",2011,"Sandwell"," Greatì Barrì Hotel Ì Greatì Barr"," GREAT BARR HOTEL  GREAT BARR"
"2113",2011,"Sandwell"," Greatì Bridgeì Str."," Great Bridge Street  Tipton"
"2114",2011,"Sandwell"," Halesì Ln."," Hales Lane  Smethwick"
"2115",2011,"Sandwell","Halesowenì Rd.","Halesowen Road"
"2116",2011,"Sandwell","Halesowenì Rd.","HALESOWEN ROAD CRADLEY HEATH"
"2117",2011,"Sandwell"," Halesowenì Rd."," Halesowen Road  Cradley Heath"
"2118",2011,"Sandwell"," Henleyì Close Ì Tipton "," Henley Close  Tipton "
"2119",2011,"Sandwell","Highì Ave.","High Avenue"
"2120",2011,"Sandwell","Highì Str.","High St West Brom"
"2121",2011,"Sandwell"," Highì Str."," High St  Cradley Heath"
"2122",2011,"Sandwell","Highì Str.","High Street Great Bridge"
"2123",2011,"Sandwell","Highì Str.","High Street Smethwick"
"2124",2011,"Sandwell","Highì Str.","High Street Smethwick"
"2125",2011,"Sandwell","Highì Str.","High Street west brom"
"2126",2011,"Sandwell","Highì Str.","High Street West Brom"
"2127",2011,"Sandwell","Highì Str.","high Street West Bromwich"
"2128",2011,"Sandwell","Highì Str.","High Street West Bromwich"
"2129",2011,"Sandwell"," Highì Str."," High Street  Smethwick"
"2130",2011,"Sandwell"," Highì Str."," High Street  Stourbridge"
"2131",2011,"Sandwell"," Highì Str."," High Street  Stourbridge"
"2132",2011,"Sandwell"," Highì Str."," High Street  Stourbridge"
"2133",2011,"Sandwell"," Highì Str."," High Street  West Bromwich"
"2134",2011,"Sandwell"," Highì Str."," High Street  West Bromwich"
"2135",2011,"Sandwell"," Highì Str."," High Street  West Bromwich  opposite Wilkinsons"
"2136",2011,"Sandwell"," Hollyì Ln."," Holly Lane  Smethwick"
"2137",2011,"Sandwell","Holyheadì Rd.","Holyhead Road"
"2138",2011,"Sandwell"," Holyheadì Rd."," Holyhead Road  handsworth"
"2139",2011,"Sandwell","Hughì Rd.","Hugh Road"
"2140",2011,"Sandwell","Huntingtreeì Rd.","Huntingtree Road"
"2141",2011,"Sandwell","Hydesì Rd.","hydes road"
"2142",2011,"Sandwell","Jctì 1Ì Åäìýå Ì Jctì 2Ì Southboundì M5","Jct 1 åäÌÝå  Jct 2 southbound M5"
"2143",2011,"Sandwell"," Jervoiseì Ln."," Jervoise Lane West brom"
"2144",2011,"Sandwell"," Jervoiseì Ln."," Jervoise Lane West Bromwich "
"2145",2011,"Sandwell","Jowittsì Ln.","jowitts lane"
"2146",2011,"Sandwell","Karatchi",""
"2147",2011,"Sandwell","Kingsburyì Rd.","Kingsbury Road Tipton"
"2148",2011,"Sandwell","Ln.","Lakeside Piblic Hse Carpark "
"2149",2011,"Sandwell","Ln.","langley mead"
"2150",2011,"Sandwell"," Ledgendsì Ph Ì Tipton"," ledgends PH  Tipton"
"2151",2011,"Sandwell","Limesì Rd.","limes Road"
"2152",2011,"Sandwell","Lodgeì Rd.","lodge Road"
"2153",2011,"Sandwell","Lombardì Str.","Lombard Street"
"2154",2011,"Sandwell","Londonderryì Ln.","LONDONDERRY LANE"
"2155",2011,"Sandwell","Longì Ln.","Long Lane Blackheath"
"2156",2011,"Sandwell","Longì Ln.","Long Lane Blackheath"
"2157",2011,"Sandwell"," Lutleyì Oak Halesowen "," Lutley Oak Halesowen "
"2158",2011,"Sandwell"," Marketì Place Ì Wednesbury"," Market Place  Wednesbury"
"2159",2011,"Sandwell"," Marketì Place Ì Wednesbury"," MARKET PLACE  WEDNESBURY"
"2160",2011,"Sandwell"," Marketì Place Ì Wednesbury"," Market Place  Wednesbury"
"2161",2011,"Sandwell","Martleyì Rd.","Martley Road"
"2162",2011,"Sandwell"," Mcdonalds Ì Wolverhamptonì Rd."," McDonalds  Wolverhampton Road  Oldbury"
"2163",2011,"Sandwell","Middlemoreì Rd.","Middlemore Road"
"2164",2011,"Sandwell"," Millì Gardens Ì Smethwick"," Mill Gardens  Smethwick"
"2165",2011,"Sandwell"," Newburyì Ln."," Newbury Lane  Oldbury"
"2166",2011,"Sandwell","O Sì Picì Homeì Adderss","O S PIC home adderss"
"2167",2011,"Sandwell"," O Sì Yummysì Takeì Away Ì Str."," o s Yummys Take away  Stourbridge"
"2168",2011,"Sandwell","Oakì Rd.","oak road"
"2169",2011,"Sandwell"," Offì Birminghamì Rd."," OFF Birmingham Road  Rowley Regis"
"2170",2011,"Sandwell","Oldburyì Rd","Oldbury Rd"
"2171",2011,"Sandwell","Oldburyì Rd","Oldbury Rd"
"2172",2011,"Sandwell"," Oldburyì Rd Ì Carparkì Ofì Bullsì Head"," Oldbury Rd  Carpark of Bulls Head"
"2173",2011,"Sandwell","Oldburyì Rd.","Oldbury Road"
"2174",2011,"Sandwell","Outsideì Gooseì Publicì House","Outside Goose Public House"
"2175",2011,"Sandwell","Outsideì Homeì Address","Outside home address"
"2176",2011,"Sandwell","Outsideì Theì Bullsì Headì Ph","Outside the Bulls Head PH"
"2177",2011,"Sandwell","Parkì Crecentì Westì Brom","PARK CRECENT WEST BROM"
"2178",2011,"Sandwell"," Parkì Rd."," park Road  Smethwick"
"2179",2011,"Sandwell","Piddockì Rd.","Piddock Road Police Station"
"2180",2011,"Sandwell"," Portlandì Rd Ì Warley"," portland rd  warley"
"2181",2011,"Sandwell","Pottersì Ln.","potters lane"
"2182",2011,"Sandwell","Poundì Rd.","Pound Road"
"2183",2011,"Sandwell","Radfordì Close","Radford Close"
"2184",2011,"Sandwell","Redwoodì Rd.","redwood road"
"2185",2011,"Sandwell","Regentì Court","Regent Court"
"2186",2011,"Sandwell"," Resovoirì Rd."," Resovoir Road  Oldbury"
"2187",2011,"Sandwell","Ruskinì Str.","Ruskin Street West Brom"
